,Drug1,Drug2
28343,N03A,N05B
28344,A02B,N06A
28345,S01E,C07A
28346,R06A,G03X
28347,M02A,D10A
28348,N02A,A02B
28349,L02A,C03C
28350,S01A,H02A
28351,J02A,C10A
28352,M03B,N02C
28353,N03A,C03D
28354,M01A,H02A
28355,M03B,M01A
28356,G03X,N03A
28357,R01A,A02B
28358,R01A,C01D
28359,C07A,L01C
28360,M02A,S01A
28361,N03A,C01D
28362,A02B,R01A
28363,M03B,L01X
28364,N03A,A02B
28365,S01E,A01A
28366,C10A,C08C
28367,S01E,M02A
28368,P01B,C03C
28369,J01F,J02A
28370,C03C,R01A
28371,R01A,N06A
28372,R01A,D11A
28373,C10A,N03A
28374,A03A,A02B
28375,N05C,D11A
28376,G03X,L01C
28377,N05C,J02A
28378,N05A,J01X
28379,S01E,N03A
28380,C09C,C09C
28381,A03F,C10A
28382,N02B,C02C
28383,N02A,B01A
28384,C07A,N02C
28385,B01A,C10A
28386,C09A,V03A
28387,J01D,C08C
28388,N05A,J01X
28389,M01A,N07B
28390,A04A,C09C
28391,C10A,H03B
28392,P01B,N05B
28393,L02B,C09C
28394,G04B,J05A
28395,H03A,H03A
28396,G04B,A05A
28397,J04A,A02B
28398,J01X,M05B
28399,D05A,H05B
28400,C10A,C03C
28401,D01A,C10A
28402,L01B,A06A
28403,N06A,L02B
28404,C03B,C01C
28405,C08C,J01F
28406,N05A,R06A
28407,G03A,A02B
28408,J05A,D01A
28409,J02A,A02B
28410,C10A,A06A
28411,A03A,C09A
28412,M02A,L01X
28413,P01B,A02B
28414,A02B,N06A
28415,N05C,L01X
28416,A02B,N01A
28417,R01A,N05C
28418,N05A,C07A
28419,N07B,C10A
28420,N05A,P01A
28421,H03A,L01A
28422,S01E,G04B
28423,B03B,B01A
28424,C10A,N05C
28425,C10A,L01A
28426,L01B,L01X
28427,H02A,J05A
28428,N06D,C10A
28429,H01C,R03D
28430,A02B,L01D
28431,N02A,A10B
28432,N06A,C10A
28433,C01B,M01A
28434,A02B,R06A
28435,N07B,N05C
28436,N03A,J05A
28437,N03A,A05A
28438,L01D,L01A
28439,R06A,B01A
28440,J02A,G04B
28441,N04B,M05B
28442,C10A,J05A
28443,R03A,C09X
28444,D05A,L01X
28445,N05B,N02C
28446,G04C,L04A
28447,N06B,C09A
28448,N06B,N05A
28449,L01C,L01D
28450,N02A,N06A
28451,J05A,J05A
28452,S01A,C09A
28453,J01D,G04B
28454,N05B,N03A
28455,C03C,A10B
28456,N06A,S01A
28457,N06A,L02B
28458,C10A,A03A
28459,L01X,N05C
28460,J05A,S01A
28461,L01X,N02C
28462,C01D,C01E
28463,N02C,N05C
28464,L01C,A10B
28465,A03F,L01C
28466,N02C,N05C
28467,R06A,N07B
28468,N04B,A01A
28469,N04B,M02A
28470,L04A,L04A
28471,N05A,C03D
28472,S01E,N02C
28473,J05A,C10A
28474,J05A,S01A
28475,A02B,D11A
28476,J01D,C03B
28477,C01D,M03A
28478,N01B,N05C
28479,N02B,H02A
28480,H03A,C08D
28481,A02B,M02A
28482,C07A,M05B
28483,M05B,L02B
28484,L01B,J05A
28485,C02C,C08C
28486,J05A,G04B
28487,N05B,N02C
28488,S01E,M05B
28489,J05A,J01E
28490,C10A,L04A
28491,J05A,C07A
28492,C10A,D11A
28493,N06A,S01A
28494,N04B,N05B
28495,C03B,C07A
28496,C10A,M03B
28497,R03A,C05A
28498,C02C,S01E
28499,C07A,M01A
28500,A01A,A03F
28501,M01A,L01C
28502,J01D,A06A
28503,N04B,N02A
28504,N04B,G04B
28505,N06A,N03A
28506,B03B,L01X
28507,N06A,N05B
28508,N06A,L01X
28509,A03F,N02C
28510,N02C,N02C
28511,R01A,J01A
28512,S01E,L01D
28513,P01B,B03B
28514,C08D,N02C
28515,C07A,A04A
28516,P01B,M02A
28517,C08D,M01A
28518,B03B,C03B
28519,A02B,C07A
28520,A07D,N03A
28521,B01A,D01A
28522,C03C,C03C
28523,J01C,A04A
28524,J01C,A02B
28525,J01D,J05A
28526,N03A,A02B
28527,C02C,N01A
28528,N02B,J01D
28529,L01B,S01E
28530,C02C,C07A
28531,J05A,N03A
28532,B05C,A06A
28533,C07A,N02A
28534,N05B,M05B
28535,C03B,C09C
28536,B01A,J05A
28537,C08D,N03A
28538,A03F,L01X
28539,C07A,N02C
28540,N06D,A06A
28541,C02C,M01A
28542,C01D,N03A
28543,B03B,J05A
28544,H02A,A10B
28545,B03B,J01X
28546,N02A,H02A
28547,B05X,L01C
28548,H03A,L04A
28549,N05B,A07D
28550,N05B,C09A
28551,N02C,R06A
28552,N05B,N05B
28553,C01E,L01X
28554,S01A,A04A
28555,S01A,A02B
28556,H02A,N07B
28557,N05C,N07B
28558,C08C,C10A
28559,R03A,C03C
28560,C03B,C10A
28561,S01A,A07D
28562,C03B,C09C
28563,C08D,L01C
28564,D10A,D07A
28565,G04B,C09C
28566,L04A,C10A
28567,S01A,H02A
28568,R01A,N02C
28569,L01C,J05A
28570,N05B,C09C
28571,N05B,J01X
28572,R01A,J05A
28573,N03A,R01A
28574,N03A,G04C
28575,N03A,N06B
28576,A10B,N06A
28577,R01A,C09A
28578,N06B,M01A
28579,N06A,R03D
28580,C08D,H05B
28581,N02C,M01A
28582,C03A,L04A
28583,A03A,C09A
28584,C08C,A10B
28585,M04A,G04C
28586,N03A,H01B
28587,N05C,L01A
28588,L02B,A10B
28589,C10A,C01B
28590,R06A,L04A
28591,C10A,P01A
28592,L01X,H02A
28593,C10A,C07A
28594,J01D,N01A
28595,S01A,A02B
28596,N06D,N03A
28597,L01D,L01C
28598,P01A,D01A
28599,A10B,R01A
28600,D11A,N06B
28601,B03B,R03D
28602,S01E,N06A
28603,A10B,N05C
28604,C02A,G04B
28605,B01A,C10A
28606,A16A,A10B
28607,L01B,C03A
28608,G04B,D01A
28609,C01D,L01X
28610,V03A,C10A
28611,B01A,C10A
28612,B03B,J05A
28613,J01F,R01A
28614,R03A,C03D
28615,B03B,H03B
28616,N05A,N01A
28617,D05A,N06B
28618,N05A,N06A
28619,G04B,D11A
28620,M04A,R03A
28621,C09C,A04A
28622,J01D,C10A
28623,L01C,R06A
28624,N05B,M02A
28625,C08C,A10B
28626,N05B,M01A
28627,N05B,J02A
28628,R01A,H02A
28629,C03B,D11A
28630,J01A,D01A
28631,C01E,J01F
28632,D11A,J01F
28633,S01E,D11A
28634,M02A,A02B
28635,C10A,D01A
28636,D10A,D01A
28637,D10A,G04C
28638,C07A,N06A
28639,S01E,N05C
28640,M03B,C10A
28641,J01D,C05A
28642,A10B,L01A
28643,J01C,L01X
28644,C02C,S01E
28645,L01C,C09A
28646,N02A,J05A
28647,J01D,D10A
28648,R03A,R06A
28649,J05A,R01A
28650,N02A,A05A
28651,C10A,J01F
28652,J04A,C10A
28653,D10A,D01A
28654,S01E,L02B
28655,M05B,D11A
28656,M02A,N05C
28657,N03A,D11A
28658,J01D,B03B
28659,J01D,C10A
28660,V03A,R01A
28661,N05B,N02A
28662,J01F,C10A
28663,C01E,N02C
28664,C01E,M01A
28665,M02A,M05B
28666,R01A,S01E
28667,N02B,C10A
28668,C02A,C07A
28669,J04A,H02A
28670,L01C,A03F
28671,C08D,C01B
28672,C09C,J05A
28673,J05A,C10A
28674,J05A,C09C
28675,L01X,J01A
28676,C09C,N02C
28677,N02B,N03A
28678,L02A,N05C
28679,L02A,N05C
28680,L02B,N05A
28681,C04A,S01A
28682,M03B,L02A
28683,C09C,M05B
28684,L01A,N05B
28685,R03A,N05A
28686,C10A,C10A
28687,R03A,M05B
28688,J05A,L01X
28689,A10B,R03D
28690,J05A,J05A
28691,C10A,S01A
28692,J05A,J01C
28693,N05B,J01A
28694,C09A,R03D
28695,M02A,C10A
28696,S01A,L01X
28697,S01A,J04A
28698,D10A,A04A
28699,N05B,N05A
28700,C07A,R01A
28701,J01F,A10B
28702,M05B,B03B
28703,L02A,A03A
28704,B03B,J01D
28705,S01E,L01C
28706,C10A,H02A
28707,C09C,C10A
28708,M01A,C01D
28709,N05B,L01C
28710,C09C,M05B
28711,N05A,C01D
28712,L02A,H02A
28713,L02A,N06B
28714,M01A,C03C
28715,A04A,C09C
28716,N03A,J05A
28717,M05B,N05A
28718,J01A,G04B
28719,A04A,R01A
28720,M05B,D01A
28721,L01D,J01E
28722,C10A,V03A
28723,J01D,V03A
28724,C08C,N05A
28725,C07A,N05A
28726,C07A,M04A
28727,R03D,C10A
28728,J05A,N05B
28729,M05B,D07A
28730,J01A,C01E
28731,N05B,M01A
28732,J02A,S01A
28733,S01A,H02A
28734,A02B,A04A
28735,C03A,C10A
28736,J04A,M01A
28737,J01D,P01A
28738,J01D,C03B
28739,J01D,C07A
28740,V03A,A07E
28741,J02A,L02B
28742,H03A,N06D
28743,N02C,N03A
28744,H03A,L01A
28745,H03A,M01A
28746,R06A,G04B
28747,H03A,N02A
28748,C07A,L01X
28749,C10A,L01X
28750,J05A,J05A
28751,N06A,G04B
28752,J01D,N05C
28753,C08D,C09A
28754,M01A,M04A
28755,D05A,C10A
28756,L01X,C10A
28757,N02A,D11A
28758,L01B,J05A
28759,C07A,J05A
28760,N05C,C01B
28761,A02B,A06A
28762,B05C,J01X
28763,C09A,A10B
28764,J01C,N05C
28765,J01D,M02A
28766,C08C,L01X
28767,A01A,N06A
28768,L01A,N03A
28769,V03A,S01A
28770,C03D,L01X
28771,J01D,N05C
28772,S01A,N07B
28773,J01D,C10A
28774,C08C,H02A
28775,A02B,D11A
28776,C01D,M05B
28777,N02A,M03B
28778,C10A,V03A
28779,R03A,N05B
28780,J01X,C09A
28781,R05D,N05A
28782,J01X,N05A
28783,S01E,A10B
28784,J01A,N05C
28785,N03A,L01X
28786,S01E,A10B
28787,C01B,H02A
28788,J02A,P01A
28789,N03A,L01X
28790,A03A,P01A
28791,A03A,C07A
28792,A10B,A07E
28793,C03C,C07A
28794,D11A,S01A
28795,B01A,N06B
28796,B01A,H02A
28797,B05C,M04A
28798,L04A,J01E
28799,C03C,B01A
28800,H03A,G03A
28801,H03A,N06A
28802,D11A,M03B
28803,N02C,A07E
28804,C07A,B01A
28805,D08A,N06A
28806,J05A,L02A
28807,N05B,A06A
28808,S01A,M04A
28809,N03A,N01A
28810,A02B,H02A
28811,N05A,A02B
28812,C10A,M05B
28813,S01A,M03A
28814,G04C,G04B
28815,A03F,S01A
28816,J01C,L01B
28817,J01D,L01X
28818,A02B,A10B
28819,A03F,D10A
28820,C08D,S01A
28821,J01D,N04A
28822,C03B,C10A
28823,C01B,A01A
28824,J01A,C03C
28825,C01B,M02A
28826,P03A,N03A
28827,N06B,M05B
28828,C01B,M04A
28829,N03A,A10B
28830,C07A,L02A
28831,C07A,A10B
28832,N06A,G04B
28833,J01C,G04B
28834,D05A,H02A
28835,J02A,R06A
28836,N05A,B01A
28837,N05A,S01E
28838,N05A,N03A
28839,N02C,D01A
28840,J01D,N05C
28841,C07A,H02A
28842,C07A,C02C
28843,D11A,N01A
28844,C09A,C09C
28845,C09A,C10A
28846,C01D,L01X
28847,C10A,G04C
28848,J05A,J05A
28849,A02B,C09A
28850,B01A,N01A
28851,B01A,N06A
28852,N03A,C03D
28853,C08C,S01E
28854,P01A,L01C
28855,N02A,N05C
28856,J05A,J05A
28857,B03B,B01A
28858,C07A,M02A
28859,L02B,A02B
28860,M01A,N02C
28861,M04A,G04B
28862,N01A,C01D
28863,L01C,N02C
28864,J01D,M04A
28865,C01D,C01B
28866,C10A,N03A
28867,J04A,J05A
28868,C09C,L01X
28869,R06A,H02A
28870,S01E,S01E
28871,N06A,C07A
28872,C09C,B01A
28873,A02B,L01X
28874,M01A,L02B
28875,R06A,M03B
28876,C09C,S01E
28877,L04A,N06A
28878,A10B,C03A
28879,J05A,J05A
28880,P03A,N05B
28881,J01D,C09C
28882,J01D,C10A
28883,R06A,R03A
28884,S01E,M01A
28885,C10A,M05B
28886,C04A,J01X
28887,C04A,C09C
28888,S01E,N06D
28889,S01E,N02A
28890,C01D,J05A
28891,C01E,M02A
28892,N03A,M01A
28893,R01A,S01E
28894,J01D,C09C
28895,N03A,N02C
28896,C03A,N06A
28897,N05A,L01X
28898,C01B,N03A
28899,N05C,H05B
28900,C01D,L01X
28901,C09C,M04A
28902,S01A,N03A
28903,C07A,C09A
28904,A02B,N05A
28905,C01D,N05B
28906,B01A,L01A
28907,C09A,N05A
28908,C09A,M04A
28909,J01X,D11A
28910,G04C,A04A
28911,C03B,N06A
28912,R06A,R01A
28913,R06A,R03A
28914,N03A,J05A
28915,V03A,J05A
28916,L02B,L02B
28917,V03A,N05A
28918,S01E,B01A
28919,N02A,J01X
28920,M01A,C10A
28921,V03A,J05A
28922,C10A,C09A
28923,H03B,C10A
28924,N03A,A02B
28925,N03A,A04A
28926,J01D,N05A
28927,C08C,L01X
28928,M02A,N04B
28929,M03B,S01A
28930,J02A,R06A
28931,S01E,R01A
28932,C07A,G04B
28933,J02A,L02A
28934,L01X,L01X
28935,C09A,S01A
28936,C01B,C10A
28937,C09A,C08C
28938,R06A,J05A
28939,S01A,N05B
28940,R01A,N06B
28941,R01A,C10A
28942,L01X,A02B
28943,C03B,A02B
28944,A04A,L02A
28945,C03B,A04A
28946,J05A,L04A
28947,D10A,N05A
28948,N06A,C01D
28949,A10B,C09A
28950,N03A,C07A
28951,C07A,A10B
28952,N03A,N01A
28953,H02A,B05C
28954,P01B,J05A
28955,R01A,V03A
28956,R06A,V03A
28957,N06A,C10A
28958,A03A,R06A
28959,D01A,C01D
28960,D01A,A02B
28961,A02B,A02B
28962,A02B,A04A
28963,R01A,C05A
28964,L04A,J05A
28965,C09A,A02B
28966,J01F,N05B
28967,D11A,N01A
28968,C03C,L01D
28969,D11A,C07A
28970,C10A,C01B
28971,L02B,L01C
28972,B01A,C09A
28973,H03B,D01A
28974,A02B,M01A
28975,L01B,N01A
28976,C08D,C03B
28977,N06A,L01C
28978,C08C,M05B
28979,C08C,C10A
28980,N06B,R03D
28981,N06A,S01E
28982,L04A,N05C
28983,N06A,L04A
28984,D11A,R03D
28985,L01A,A04A
28986,A10B,L01X
28987,M02A,R03D
28988,N03A,C08C
28989,A07E,A06A
28990,R03A,R03D
28991,N03A,M03B
28992,J01D,N03A
28993,N03A,B03B
28994,L01B,J01F
28995,C09A,R01A
28996,L02B,A10B
28997,L04A,L02A
28998,L04A,A05A
28999,R03A,J01A
29000,B03B,A07D
29001,B03B,C09A
29002,N04A,N06A
29003,B03B,L01X
29004,B03B,N05B
29005,A02B,C10A
29006,C01C,J01X
29007,A06A,L01X
29008,J01D,A04A
29009,R01A,J04A
29010,A07E,J01A
29011,S01E,B05X
29012,A07E,N06A
29013,C10A,R01A
29014,C08C,C09C
29015,C03D,L02A
29016,N03A,N06B
29017,M05B,G04B
29018,C09A,N05A
29019,B03B,M01A
29020,N02A,C10A
29021,J01D,V03A
29022,B03B,M05B
29023,A10B,A10B
29024,A16A,V03A
29025,C09C,G04B
29026,A02B,C01E
29027,L01D,L01C
29028,J04A,J05A
29029,N04B,R01A
29030,N05C,G04C
29031,N05B,N03A
29032,C01B,C03B
29033,J01D,P01A
29034,M02A,R06A
29035,D07A,C09A
29036,M02A,M01A
29037,C08D,L01X
29038,B05X,N03A
29039,S01E,N05C
29040,G04B,A02B
29041,M01A,D11A
29042,M03B,J01A
29043,J02A,N01A
29044,C09A,G03X
29045,D10A,C10A
29046,R03A,J01D
29047,M02A,J02A
29048,N06D,G04C
29049,C08C,J05A
29050,C09A,C09A
29051,C09A,A02B
29052,C08D,C10A
29053,J05A,J05A
29054,G04B,R03D
29055,J05A,J05A
29056,D05A,C08D
29057,P01A,G03X
29058,D10A,J01D
29059,M01A,C04A
29060,M01A,N03A
29061,N05B,L01B
29062,N05B,J02A
29063,N05B,J05A
29064,C01B,C10A
29065,A10B,N05B
29066,H03A,N04B
29067,C03C,N03A
29068,A02B,L01B
29069,C09C,A06A
29070,R01A,L01D
29071,C07A,A10B
29072,C09A,M03B
29073,J01D,A04A
29074,N05B,G04B
29075,J05A,G04B
29076,H02A,N05C
29077,J01D,L04A
29078,C09C,L04A
29079,M05B,N06A
29080,S01E,M01A
29081,N03A,J05A
29082,R01A,N05A
29083,N03A,R03A
29084,D01A,C03A
29085,S01E,L04A
29086,N03A,C09A
29087,V03A,A04A
29088,N06A,N05B
29089,J01X,L01X
29090,J05A,N06A
29091,L01B,C10A
29092,J05A,C08C
29093,L02A,H03B
29094,L02A,R01A
29095,L01A,C10A
29096,J05A,L01A
29097,J05A,N05C
29098,N06A,M05B
29099,A16A,C09A
29100,C07A,C01D
29101,C08C,A03B
29102,N06A,A06A
29103,L01X,A02B
29104,N03A,L01B
29105,B01A,N06A
29106,H03A,L01D
29107,N05B,S01A
29108,C08C,N06A
29109,N02A,L01C
29110,L01D,C03C
29111,B05X,H02A
29112,J05A,A07D
29113,R06A,D07A
29114,H02A,D11A
29115,M01A,C09A
29116,M03B,D11A
29117,L01X,C09C
29118,J01A,N05B
29119,H03A,R06A
29120,R06A,R01A
29121,L01B,L01X
29122,N03A,R06A
29123,J05A,J05A
29124,N05B,J02A
29125,N05A,N06A
29126,A02B,L02B
29127,J05A,L01X
29128,R01A,A02B
29129,R01A,A04A
29130,A10B,B01A
29131,M04A,R03D
29132,G04B,V03A
29133,C03D,L01C
29134,G04C,M03B
29135,A07D,C04A
29136,R06A,M05B
29137,A02B,C01C
29138,A10B,G04C
29139,C09A,N05C
29140,C09A,S01E
29141,J01D,G04B
29142,J01D,N02A
29143,C10A,J01D
29144,N03A,C09C
29145,N03A,C10A
29146,R01A,R01A
29147,C10A,L01X
29148,C09A,J01E
29149,J02A,A02B
29150,J02A,A04A
29151,R01A,C09C
29152,N05B,L01A
29153,N06A,A06A
29154,C09A,J01E
29155,N05B,J01C
29156,C09A,N04A
29157,S01E,S01E
29158,N05B,N02A
29159,J02A,R01A
29160,J01D,A02B
29161,D01A,L02A
29162,C01E,L01C
29163,M02A,R01A
29164,J01D,J02A
29165,B03B,A10B
29166,C07A,C09A
29167,N05A,A01A
29168,J01D,R06A
29169,A01A,L01X
29170,M01A,G04B
29171,M01A,H01C
29172,J01A,C05A
29173,M05B,C03D
29174,C01B,C10A
29175,C01D,J01E
29176,H03A,N06B
29177,V03A,C09A
29178,V03A,N05A
29179,J01D,A02B
29180,N02B,N05A
29181,N06A,C09A
29182,C07A,C03C
29183,C03C,M01A
29184,N05A,N01A
29185,N05B,N06A
29186,M01A,G04C
29187,M01A,D01A
29188,N05C,H01C
29189,C09C,N06D
29190,C08D,N06B
29191,N05A,C10A
29192,L02B,C03D
29193,C09C,M01A
29194,C09C,N02A
29195,R01A,A02B
29196,C03C,N05A
29197,C10A,C01D
29198,M01A,A02B
29199,J05A,A07E
29200,C07A,D11A
29201,J04A,B03B
29202,C10A,R06A
29203,L01X,G04C
29204,L02A,C01D
29205,C09A,M03B
29206,C10A,L02A
29207,A03B,C07A
29208,A02B,C09C
29209,C01B,C09A
29210,A02B,N05A
29211,J05A,R03D
29212,M01A,J05A
29213,L01C,L02B
29214,L02A,L01X
29215,A01A,N03A
29216,N03A,A07E
29217,C10A,A10B
29218,J01C,S01A
29219,C01D,D11A
29220,C01E,B01A
29221,D11A,A02B
29222,N06A,A10B
29223,J05A,D10A
29224,A01A,B01A
29225,M02A,J05A
29226,N02A,M03B
29227,N02B,N05B
29228,A07D,B05C
29229,A02B,L02A
29230,S01E,N01A
29231,L01A,A02B
29232,L01A,A04A
29233,C10A,C01E
29234,L01B,L01C
29235,A01A,N02C
29236,L01B,G03A
29237,H02A,S01E
29238,C10A,G04C
29239,L01X,L02A
29240,C03C,C07A
29241,J01X,A06A
29242,J05A,A05A
29243,J05A,J05A
29244,R06A,G04C
29245,N02A,N02C
29246,N02A,N05C
29247,R06A,C01B
29248,G04B,N04A
29249,M02A,N05C
29250,J01D,J01D
29251,J01D,N05B
29252,D08A,A10B
29253,J05A,D07A
29254,N06A,G04C
29255,N06A,C09C
29256,J01D,N05C
29257,C03B,N02A
29258,C03B,G04B
29259,N02B,N01B
29260,N05B,R06A
29261,C09C,J01D
29262,G04C,H05B
29263,L01X,N06A
29264,A02B,A10B
29265,C01E,S01A
29266,C03C,G04B
29267,N02B,L01X
29268,M05B,C03D
29269,M05B,C10A
29270,L01X,C09A
29271,R03A,H02A
29272,A02B,J05A
29273,L04A,C01D
29274,L02B,H02A
29275,C07A,C02A
29276,C10A,S01E
29277,L02B,A06A
29278,B05X,C09C
29279,B05X,J01X
29280,N05A,N05B
29281,N03A,J01E
29282,G04C,L01X
29283,R06A,A02B
29284,N03A,G04B
29285,N02B,N07B
29286,V03A,M04A
29287,N02B,D01A
29288,S01E,N02B
29289,N03A,D05A
29290,N02B,L01X
29291,J01X,P01A
29292,S01E,C07A
29293,R01A,A07D
29294,D05A,A10B
29295,D01A,J05A
29296,N02B,C03C
29297,C01B,C01D
29298,R01A,N05B
29299,C01B,A02B
29300,N02A,N02C
29301,N02A,J01F
29302,N02A,M01A
29303,C09A,M05B
29304,N05C,C10A
29305,R03D,N05A
29306,J01A,J01D
29307,J05A,N05C
29308,C01D,C09A
29309,M03C,N05B
29310,S01E,M01A
29311,C07A,L01C
29312,S01E,J01D
29313,A02B,G04B
29314,N05B,S01E
29315,C01B,A05A
29316,C10A,L01B
29317,R06A,L01A
29318,D10A,N03A
29319,C09A,N05C
29320,B05C,C08C
29321,B03B,L01D
29322,R03A,N06B
29323,A02B,M03A
29324,B05C,L01C
29325,J04A,M01A
29326,S01A,A10B
29327,R01A,C10A
29328,J01D,J02A
29329,B05C,A04A
29330,J01C,A07D
29331,M04A,C09X
29332,S01E,A03F
29333,C08C,L01C
29334,G04C,C10A
29335,M02A,L01B
29336,N03A,J01A
29337,N03A,D11A
29338,D08A,H02A
29339,N03A,N06A
29340,C07A,C01D
29341,R01A,N03A
29342,N06A,A10B
29343,A02B,S01E
29344,C10A,A07E
29345,A10B,C09C
29346,B01A,N02B
29347,B01A,C07A
29348,D10A,V03A
29349,R03A,L01X
29350,J01D,D01A
29351,A02B,J02A
29352,J01A,N06A
29353,C09C,C10A
29354,J01X,J05A
29355,V03A,L01X
29356,B05X,C09A
29357,J01D,R01A
29358,J01C,A10B
29359,N03A,A03A
29360,V03A,J05A
29361,V03A,N04A
29362,C09A,D11A
29363,H03A,C03B
29364,J01D,M02A
29365,B01A,N05C
29366,N03A,G03X
29367,H03A,C07A
29368,N05A,N01A
29369,B01A,A10B
29370,N06B,L01X
29371,N05B,G04B
29372,N05B,G04B
29373,N03A,C09A
29374,B01A,N02C
29375,H03A,L01B
29376,N03A,N05C
29377,N03A,N02C
29378,S01A,C10A
29379,V03A,N05B
29380,N03A,N03A
29381,C09C,J01D
29382,V03A,A07D
29383,M01A,S01E
29384,J01E,N03A
29385,C03B,C10A
29386,N05B,H05B
29387,S01A,C05A
29388,J01A,C09C
29389,J01A,A06A
29390,G03X,B01A
29391,J01A,C10A
29392,J01D,C05A
29393,L01A,A02B
29394,A10B,S01E
29395,J01F,H02A
29396,C08C,G03X
29397,B01A,A10B
29398,S01E,A07E
29399,C09A,A03F
29400,J02A,L02B
29401,G04B,R03D
29402,S01A,A02B
29403,R06A,G04B
29404,N02A,C10A
29405,A03A,R06A
29406,S01E,N05B
29407,J05A,N06A
29408,A10B,C09C
29409,C07A,N07B
29410,C09A,M05B
29411,N02B,M01A
29412,A02B,J01A
29413,A02B,N06A
29414,N05A,C09A
29415,C01B,C03D
29416,M05B,N05B
29417,M05B,C09A
29418,C01D,H05B
29419,C10A,A06A
29420,R03A,R01A
29421,C07A,C09A
29422,S01A,B01A
29423,M01A,C07A
29424,C08C,J04A
29425,N02B,L02B
29426,L04A,N01A
29427,A02B,B01A
29428,A02B,J01D
29429,A10B,M01A
29430,N05A,N05B
29431,J04A,C08C
29432,C09A,A02B
29433,N06A,N05A
29434,S01A,A10B
29435,A02B,J02A
29436,C08C,C01D
29437,N03A,R03A
29438,J02A,J01F
29439,B01A,L01A
29440,B01A,M01A
29441,B01A,N06D
29442,N03A,J05A
29443,B01A,N02A
29444,J01D,C10A
29445,J02A,M05B
29446,L02B,C09C
29447,S01A,A06A
29448,B01A,A07E
29449,N03A,M03B
29450,J02A,J04A
29451,A03F,J05A
29452,C07A,R01A
29453,A10B,G04B
29454,A10B,G04B
29455,R06A,L01X
29456,N06A,M01A
29457,S01E,A10B
29458,L02B,L01C
29459,A10B,C01B
29460,G03X,N06A
29461,S01A,A01A
29462,J02A,J01F
29463,N05B,N01B
29464,A02B,C03D
29465,C07A,L01X
29466,C08D,C10A
29467,M01A,M02A
29468,M03B,N06D
29469,B05X,C09A
29470,C08C,B01A
29471,M03B,C03C
29472,M01A,P01A
29473,C10A,L01X
29474,P01A,J05A
29475,N01B,N05B
29476,V03A,C09C
29477,C03C,M02A
29478,A04A,L01X
29479,N03A,N03A
29480,C01B,A02B
29481,N03A,P01B
29482,C10A,J05A
29483,L02A,L02A
29484,N03A,N05B
29485,C10A,J02A
29486,C01B,N03A
29487,N02B,N03A
29488,C10A,M01A
29489,C10A,M02A
29490,B03B,A10B
29491,L01B,L01D
29492,J01A,L01X
29493,S01E,A02B
29494,L01C,C07A
29495,B03B,L01X
29496,G04C,C01B
29497,N06A,A07E
29498,L01A,L01C
29499,N06A,L04A
29500,J01A,J05A
29501,L01C,C09C
29502,R03A,L01X
29503,L02A,J01D
29504,L01B,L01X
29505,M03B,A10B
29506,L01B,A02B
29507,D11A,J05A
29508,N05B,N06B
29509,L01B,N05B
29510,C07A,M05B
29511,C09A,R01A
29512,C09A,C09C
29513,S01E,C09A
29514,N02A,A02B
29515,N02A,C09A
29516,L01C,A06A
29517,N02A,A04A
29518,N06A,G04C
29519,N05B,B05C
29520,J02A,L01X
29521,B03B,H05B
29522,B01A,M01A
29523,A10B,C10A
29524,C08C,C10A
29525,J01X,J04A
29526,H03A,N05B
29527,C01D,H02A
29528,N05A,C03C
29529,H03A,A07D
29530,H03A,C09A
29531,C01D,C09C
29532,C09A,C01D
29533,M01A,S01A
29534,C10A,J01F
29535,N06A,J05A
29536,M01A,C07A
29537,H03A,N06A
29538,B01A,L01D
29539,M01A,D10A
29540,M03B,C09C
29541,C09A,A07E
29542,L01X,L01X
29543,C02C,N03A
29544,S01E,N06B
29545,S01E,H02A
29546,N05C,A02B
29547,N05C,A04A
29548,N05B,H02A
29549,J01D,M04A
29550,R06A,J05A
29551,B05C,C01C
29552,J01D,R06A
29553,M01A,A10B
29554,C10A,C10A
29555,H03A,L02B
29556,S01A,J01X
29557,L01C,R06A
29558,C09A,J05A
29559,C10A,B05C
29560,J01F,C03D
29561,C08D,M05B
29562,C08D,A04A
29563,C10A,M05B
29564,J01D,D11A
29565,N03A,L01C
29566,V03A,H02A
29567,L01D,M05B
29568,C09C,C08C
29569,J01C,N03A
29570,V03A,J05A
29571,A02B,L01X
29572,C09A,N05A
29573,B01A,J01F
29574,B03B,G04B
29575,N03A,G04C
29576,C09A,M05B
29577,R01A,J02A
29578,C07A,C10A
29579,S01E,A06A
29580,J01D,D10A
29581,N05C,B01A
29582,C03A,J05A
29583,B05C,V03A
29584,N03A,N02A
29585,C03A,N02C
29586,C04A,A07E
29587,C09A,N05A
29588,C09A,M03A
29589,C08C,D08A
29590,M02A,L01C
29591,C07A,A10B
29592,G03X,L02B
29593,C07A,H02A
29594,C07A,C03D
29595,S01A,G04B
29596,G03A,N07B
29597,V03A,M05B
29598,C03A,M02A
29599,N01A,M03A
29600,N05C,L01C
29601,N06B,N06A
29602,L01X,H02A
29603,C08C,A06A
29604,N05C,B01A
29605,C10A,B01A
29606,J01C,S01A
29607,M02A,L02A
29608,D05A,G04B
29609,M03B,C03D
29610,B03B,R06A
29611,D10A,S01A
29612,N05A,L01X
29613,L01B,J01F
